gene,DM_1,DM_2,DM_3,DM_4,DM_5,selected,Pseudoorder-1,Pseudoorder-2
ANGPT2,0.0003745866765552578,0.0003663914637618294,-0.0025124444081236134,0.000692492466297216,0.000707792573407939,Trajectory-1,5.0,0.0
ANKRD44,0.0019686079747363184,-5.417380835595188e-05,-0.0007167162826080044,0.0017811299699982137,-0.00011422667449056171,Trajectory-2,0.0,79.0
ANXA1,0.00037826188057714366,0.0004664689299603466,-0.00236447644306566,0.0005387899484295729,0.0003211860863012379,Trajectory-1,7.0,0.0
APELA,-0.01915390837413972,0.016032821979221713,0.016497880801741648,0.010596933784520703,0.0048399375251727455,Trajectory-1,218.0,0.0
APOA1,0.000756429158551926,0.00034456290718027743,-0.0016096190112284648,0.0006587263011940484,0.0008346894017094802,Trajectory-2,0.0,66.0
APOA2,-0.004690420464251822,0.001492026708426141,-0.002356878822558718,-0.002949063299157733,0.002207674132154538,Trajectory-1,132.0,0.0
APOB,0.001957085641965993,-2.5152311891868962e-05,-0.00046918996600710196,0.001550736170369687,-9.735692056531638e-06,Trajectory-2,0.0,98.0
APOBEC3C,-0.00111115004145508,0.0005023764344910465,-0.003666006845628105,-0.0008036374191751235,0.0009173887760777315,Trajectory-1,17.0,0.0
APOC1,0.0017363885271508082,0.00017292333161759223,-0.0015361218139509822,0.002254725313929208,-0.00034048927117906697,Trajectory-2,0.0,15.0
APOE,0.0021627231160472717,-2.9221072440023818e-05,-0.000801749292260268,0.002450595805315009,-0.0005387988124627782,Trajectory-2,0.0,42.0
AQP3,0.001893516351873162,3.657008904644679e-05,-0.0009551934808533891,0.0018984738407762252,-8.91271438046742e-05,Trajectory-2,0.0,56.0
ARHGAP8,-0.002942596181615262,0.0013448490364584135,-0.0027005684820575323,-0.0020855947223070207,0.0024076994202211627,Trajectory-1,86.0,0.0
ARL6IP1,0.0019979583177970332,1.8274223880712473e-05,-0.0007949657199947483,0.0018313201067833426,-0.00016563290325886316,Trajectory-2,0.0,64.0
ARSL,-0.0037046305140768857,0.0006929009333800514,-0.003311814141508909,-0.0026232523586810818,0.0024519026218062846,Trajectory-1,99.0,0.0
ART5,-0.0034090482966212627,0.0005825911762467298,-0.004623654015677368,-0.0029755903486437273,-0.0003891890108123532,Trajectory-1,46.0,0.0
ASB16,-0.003732554173984962,0.001247705958897658,-0.0023765387495195546,-0.001954820083508837,-0.0005557316354183975,Trajectory-1,120.0,0.0
ASIC4,-0.006967755654304951,0.0024594750422012104,-0.0030197176892974636,-0.005923289131966133,-0.016104278272651786,Trajectory-1,144.0,0.0
ATP10B,0.0016291626116293003,-0.0002002296373250109,0.0010624133927282402,-0.00041685579650196225,0.00014351042931344809,Trajectory-2,0.0,189.0
ATP6V1C2,-0.01035527276421397,0.004054439973873867,0.0023455751796494484,-0.001872858340108882,-0.0020471326863251977,Trajectory-1,187.0,0.0
AVPR2,0.002591097346244201,-0.00035730233426443117,0.0007162210612672649,0.001327306391997566,-0.0005278443991377579,Trajectory-2,0.0,154.0
AXDND1,0.0025378043332696513,-0.0006974433604345324,0.0027445997713788084,-0.0013336418257711073,0.00015290256038146896,Trajectory-2,0.0,225.0
B2M,0.003479452551625231,-0.0009426939824601225,0.0029313907485398003,0.00037575237707943476,-0.00077478586100148,Trajectory-2,0.0,208.0
B3GALT2,-0.008006091040603019,0.0030472919009828874,0.001051339461787239,-0.001802530194412764,-0.0012676991576161796,Trajectory-1,176.0,0.0
BARHL1,0.0016760019252703739,-0.0001731022555852023,0.000750424909853882,-0.00014808595287938938,0.00016276004116179025,Trajectory-2,0.0,180.0
BCDIN3D,0.002207176617171933,-4.88900429226724e-05,-0.0007081192358494614,0.0024420930964324755,-0.0005664658429326431,Trajectory-2,0.0,47.0
BEND6,0.001873892451824383,-5.8014298749690565e-05,-0.00037003290452263394,0.0012026809240376847,9.124486667789827e-05,Trajectory-2,0.0,118.0
BEX1,-0.000372364759106402,0.0007764953128165269,-0.003592808932533154,-7.411421744261558e-05,2.7086606320221794e-05,Trajectory-1,1.0,0.0
BMP2,-0.004487809232541638,0.0011760618826915199,-0.00283927670019371,-0.0029213291828973803,0.0006101076548838905,Trajectory-1,129.0,0.0
BNC1,0.0032497526656112786,-0.0011317357225813847,0.0038556545574265125,-0.0018653035224760696,0.0003457462639193357,Trajectory-2,0.0,235.0
BSPRY,-0.018305084338893662,0.014357506841069264,0.015041889507160868,0.00860976724038514,-0.00014864925700671668,Trajectory-1,216.0,0.0
BST2,0.0020005925357373475,1.1934057718626241e-05,-0.0008983137468464449,0.002080373461265073,-0.0004157478440296906,Trajectory-2,0.0,53.0
BTBD18,-0.0025120436469522264,0.001111489382671446,-0.0010289242174459404,-0.0012952565512326783,0.0005712679716224391,Trajectory-1,121.0,0.0
C14orf39,0.00023575151424093697,0.0004356991217244879,-0.002102914981441403,0.00034197646781729214,0.00039138759523779746,Trajectory-1,16.0,0.0
C17orf107,0.001451083244582924,0.00013969542060000376,-0.0010621873675453327,0.0012021190774114247,8.834586073036893e-05,Trajectory-2,0.0,80.0
C19orf73,0.00023002879556396642,0.0006038566620203592,-0.002269964533948858,0.0002637403805632776,0.0007107730796193049,Trajectory-2,0.0,30.0
C1orf56,0.0021486929572927,-6.31801864307098e-05,-0.0005546475792881199,0.0020820430196853952,-0.0003819276824634757,Trajectory-2,0.0,74.0
C1orf94,0.0012166902252249926,-1.2707801068416806e-05,0.0003797585937589695,-0.0001249892628646491,0.0002446331193310146,Trajectory-2,0.0,167.0
C8orf89,0.00294868865708458,-0.0007084462875684587,0.0022981564096113236,-0.00017605850770907193,-0.00021912478680457734,Trajectory-2,0.0,206.0
CACNG4,-0.011518663569381731,0.003712299490594623,0.0033241539284692323,-0.0002116805210328912,0.002266082338379182,Trajectory-1,192.0,0.0
CAND2,0.0012866840516313643,-3.46232876894851e-05,-0.000557925272142403,0.0006214057144850791,0.0005425027389473355,Trajectory-2,0.0,131.0
CARTPT,0.004952501354093028,-0.0025780396031578863,0.010274833689559679,-0.008777443142931331,0.0012639603782536794,Trajectory-2,0.0,278.0
CASP12,0.0026270231179262296,-0.0008025213265815708,0.0032305309433049555,-0.0019747966817443463,0.00039149328555284035,Trajectory-2,0.0,234.0
CCDC116,0.0023565886331320574,-0.0006748643906028226,0.0023861774220872763,-0.0010903377233637407,0.00013982312018532355,Trajectory-2,0.0,218.0
CCDC171,0.003425488233729806,-0.0008956493251826022,0.002729627217541978,0.0005400050548898783,-0.0007608604045047139,Trajectory-2,0.0,201.0
CCDC3,-0.0021552871502201975,-0.0010640830054191323,-0.002994093559077864,-0.0007290494041824592,0.001989592937848314,Trajectory-1,104.0,0.0
CCDC60,0.0013799671844080136,-0.00010008304770930623,0.0005529681888527002,-0.0001294130059297433,6.743377234054733e-05,Trajectory-2,0.0,176.0
CCDC7,0.0022114616593490372,-0.00018315769711346462,8.141660072328e-05,0.0013572848091924794,-0.00014347888072037643,Trajectory-2,0.0,133.0
CCDC80,-0.0031672207073985205,0.0004608947101241288,-0.004235769970464733,-0.002451060059958622,0.0004669091875391376,Trajectory-1,56.0,0.0
CCKBR,-0.012876521794055065,0.004240319933046265,0.004581946819566566,-0.0005380690574595096,-0.0018150689043109586,Trajectory-1,198.0,0.0
CCL3L3_2,-0.0001637719892911907,0.0006835331902010994,-0.002602315576781939,5.066023689218268e-05,0.0001285280500650629,Trajectory-1,15.0,0.0
CCN2,-0.005754028192359355,0.0011343951720068155,-0.002581915217816857,-0.002920981445650884,0.002272198009436303,Trajectory-1,137.0,0.0
CCR7,0.003283828077623595,-0.0008986730082553788,0.0030030125934674273,-0.0005316085571661072,-0.00022000845089473097,Trajectory-2,0.0,217.0
CD177,-0.005846309448866902,0.0021866399813403234,-0.0002508677678366092,-0.002258940266288361,0.0008732022520488974,Trajectory-1,154.0,0.0
CD37,0.0004919500449540165,0.00042810919795118645,-0.0016166777015531539,0.0003725014169925026,0.0003561957284210497,Trajectory-1,25.0,0.0
CD44,0.0030957848793549997,-0.0006293428405882915,0.0016270314817629,0.001367261135921471,-0.0008210161675401932,Trajectory-2,0.0,169.0
CD9,0.0033068068965356793,-0.000781834484619496,0.0022575014664118274,0.0009801731350545996,-0.0007925873203538295,Trajectory-2,0.0,188.0
CD93,0.004273438818734013,-0.0018411476985049533,0.007002976742944249,-0.004541034219007625,0.00020642345774978546,Trajectory-2,0.0,262.0
CDH15,-0.0005382942692038092,0.0007030027706358197,-0.0024992715449628153,-0.00031571416218983186,3.9426316969002076e-05,Trajectory-1,27.0,0.0
CEBPE,-0.001024117545030652,0.0006790678229774351,-0.0013772446909953466,-0.0008014032452107119,-0.0004697103062937213,Trajectory-1,68.0,0.0
CELF4,-0.0015528929623639068,0.0009909738539712692,-0.0022118058983934805,-0.0012149108515872328,0.0018001457719446189,Trajectory-1,60.0,0.0
CENPF,0.0004877091015359123,0.0005659325139818835,-0.002035823552975595,0.00020399876684436776,0.00033951077780825607,Trajectory-2,0.0,49.0
CER1,-0.001887298103374908,0.000804424138644447,-0.002474766347570142,-0.0013841404952948375,0.0018449109374948918,Trajectory-1,69.0,0.0
CFAP263,0.0016950022765442226,0.00011307735181894816,-0.001278210924123794,0.001799781849957297,-5.956930271086831e-06,Trajectory-2,0.0,44.0
CFC1,-0.019602416115325236,-0.02571821718053436,0.0033358133856443727,0.004881665992598382,-0.00010951980423334402,Trajectory-1,224.0,0.0
CHST9,0.0004406347592807332,0.0004291115396176593,-0.0013830223577659371,0.00021723193355152392,0.0010875723573234464,Trajectory-1,31.0,0.0
CIMIP5,0.00252898811949333,-0.0005106556313514064,0.0016886748343751116,-0.00013239130945748995,-3.938135456674701e-05,Trajectory-2,0.0,195.0
CKB,-7.582387258490876e-05,0.0007497565134303177,-0.0033545622259406843,0.00030325243286070534,0.0002776932187374896,Trajectory-1,3.0,0.0
CKS1BP2,-0.00030326872342797105,0.000302666985783025,0.0014940546450889736,-0.0018003603559050264,-9.102856996006647e-06,Trajectory-1,127.0,0.0
CLCN1,0.00254648929682384,-0.0008582250842627239,0.0034813476348297817,-0.0022241727192305783,0.0005222245173905305,Trajectory-2,0.0,237.0
CLDN18,-0.009765849392004394,0.0034044963005139873,0.0014122074994580075,-0.002361571735059387,-0.0009686040765619972,Trajectory-1,180.0,0.0
CLDN5,0.004442211675934793,-0.0020427842870842892,0.0079184674531792,-0.005731863192925945,0.0004755976734047444,Trajectory-2,0.0,272.0
CLEC14A,0.002741604908575361,-0.00038476715536496953,0.0006588502685688917,0.0018853614553231023,-0.000734633392533174,Trajectory-2,0.0,144.0
CLEC1A,0.0016032952545404606,0.00018474580042729505,-0.0014424964773811306,0.0017763982196604465,-0.0003309614739039183,Trajectory-2,0.0,33.0
CLEC2B,-0.0008101536886505706,0.0004920976365104293,-8.557601150277654e-05,-0.000768900024864651,-0.0001151402159877455,Trajectory-1,110.0,0.0
CLEC4D,-0.006609759133502335,0.0026745370870474346,-0.00017699836830881776,-0.0024064034458084822,-0.00013374732139254643,Trajectory-1,158.0,0.0
CLMP,-0.014450118947876142,-0.01067165114489249,0.0012105468380556143,-0.00035331365115352277,0.0017553435093062824,Trajectory-1,205.0,0.0
COBLL1,0.0002935541251520851,3.30742608209648e-05,-0.0020430992700535507,0.0004726768286160858,0.0011462228539564786,Trajectory-1,28.0,0.0
COL2A1,-0.010296585829249298,-0.001688851349501746,-0.0002442776441870113,-0.0027606694711184393,0.0012341868877110648,Trajectory-1,186.0,0.0
COL3A1,-0.0038394889824826767,-0.00021599226795406673,-0.0038983934907476587,-0.0026940783411885665,0.0006898935795026859,Trajectory-1,92.0,0.0
CRABP1,-0.012664192932662953,0.00776105359622214,0.005589481954813498,0.001131429558460597,0.004253290594898218,Trajectory-1,194.0,0.0
CRABP2,-0.0010912091248249088,0.0007712521532893302,-0.003895524411949622,-0.0007564847721214466,0.0007453260981351796,Trajectory-1,8.0,0.0
CRB2,-0.019317852852406486,-0.023850892031614942,0.0026087288165416197,0.0035009133302690075,-0.005453599295486379,Trajectory-1,222.0,0.0
CRHBP,0.001736361730379319,0.00013766140692892566,-0.001312781693697926,0.001959928091014534,-0.0003889346149193328,Trajectory-2,0.0,32.0
CRIPTO,0.0007457569685750695,0.00024757226591189043,0.00037851734098274777,-0.0004660303386880375,0.001414140794809486,Trajectory-1,71.0,0.0
CRYBB3,0.0015069658425316945,-0.0003207586236854619,0.0014757261801625068,-0.0007598867178855791,8.323497026273968e-05,Trajectory-1,74.0,0.0
CSAG1,0.0032082896006689616,-0.0013044264644385469,0.005284654029971817,-0.0038529803382754873,0.000669434297063875,Trajectory-2,0.0,251.0
CSPG4,0.004223893615910558,-0.0019133484426538069,0.007558904866435201,-0.005859712070009344,0.0009210134206837607,Trajectory-2,0.0,270.0
CST1,-0.0028863769628896595,0.0012236260569600073,-0.00294813010233908,-0.0018081850289785183,0.0006717576085130818,Trajectory-1,84.0,0.0
CST4,-0.0033810245901996624,0.0012465992160556544,-0.0027776364934666287,-0.00198292866459904,0.0007505291267392631,Trajectory-1,106.0,0.0
CTNNB1,0.0028215239133506475,-0.0004339494191015344,0.0008299443997568638,0.0019418310932752174,-0.0007655885446585747,Trajectory-2,0.0,149.0
CTSE,-0.016397870061078713,0.008229176047917513,0.0101330248602435,0.003593632255485838,-0.003997745252562117,Trajectory-1,208.0,0.0
CTSG,0.002151019233893934,-0.0005372843093320892,0.002302196083882204,-0.001318354361111874,0.0002602130322207274,Trajectory-2,0.0,220.0
CXCR4,0.0050272469635774955,-0.0026892198302400985,0.010796294809574166,-0.009621218958020813,0.0016093567185621288,Trajectory-2,0.0,281.0
CYB5D1,-0.0010615428721969078,-0.0001208230908784141,-0.0030108123723988915,-0.000468936324783004,0.0017685288667796096,Trajectory-1,41.0,0.0
CYP1A1,0.00422863331163718,-0.00176551310130545,0.006641373484676038,-0.003996921471321599,5.508829040141557e-05,Trajectory-2,0.0,257.0
CYP1B1,0.0030862739381317767,-0.000646724740955174,0.0017792755058080563,0.0010856579488682841,-0.0006786987722773585,Trajectory-2,0.0,179.0
CYP26A1,-0.015205556618100432,0.00974950044621926,0.009143304831686213,0.0035321515540118783,0.002144683184245295,Trajectory-1,204.0,0.0
CYTL1,-0.003989861824357992,0.0015118970171026224,-0.0033260795065376356,-0.0029707885220994156,-0.0025508514315555433,Trajectory-1,101.0,0.0
DCDC2B,0.0035440123499595184,-0.0014216655477316046,0.005644936644124331,-0.004128025090241411,0.0007408438590479346,Trajectory-2,0.0,253.0
DEPP1,0.004526085643431041,-0.002123846942132402,0.008275290603363782,-0.006176155780671701,0.0005992439907966759,Trajectory-2,0.0,273.0
DIO3,0.004162906406989704,-0.0017282569607974018,0.006509209574375001,-0.0039870965996573575,0.0001658822951960147,Trajectory-2,0.0,256.0
DIPK1A,0.0013501124219444467,0.00016500830552167487,-0.0010458833159197934,0.0009777853674955398,0.0003758560942312215,Trajectory-2,0.0,92.0
DKK1,-0.006710528587817237,-0.00034232040595029146,-0.001995502460551146,-0.002986496181687854,0.0009761572539863138,Trajectory-1,155.0,0.0
DLG2,0.0017304004472576053,8.022137757529487e-05,-0.001041110987398378,0.0016963421674712443,4.161166756437718e-05,Trajectory-2,0.0,59.0
DNAH2,-0.006846620392756386,-0.007118439298729922,-0.0017868109859498968,-0.0003155208437087772,0.002594195522962667,Trajectory-1,184.0,0.0
DNAI4,0.002417058828653619,-0.00019892727311234006,-1.5027606466593845e-05,0.0019044724125746439,-0.0004857753291239897,Trajectory-2,0.0,110.0
DNAJC21,0.0022087980277965373,-5.4027246794345136e-05,-0.000684156717110698,0.0024115519524173126,-0.0005307557992385825,Trajectory-2,0.0,48.0
DPP4,-0.0077686968090132195,0.0025282548424548318,7.649900740738762e-05,-0.002404376857392725,0.0012162891357608806,Trajectory-1,171.0,0.0
DPPA5P1,0.002814240765235918,-0.0005136072568299856,0.0013381420871812588,0.0008648314611703549,-0.00039769482550283404,Trajectory-2,0.0,170.0
DPYS,-0.0022208361575628706,0.0011456737858941163,-0.003594545791011977,-0.001698549402978343,-0.00029075942944121097,Trajectory-1,37.0,0.0
DUSP2,-0.005341489255324146,0.0011235055675297206,-0.0035998723321390134,-0.003956826231005562,-0.004047964310879108,Trajectory-1,131.0,0.0
DYNLL1P1,-0.0009632121449411587,0.0006570024011296541,-0.0004674011636743429,-0.0008626598808228544,-0.00046138314699817085,Trajectory-1,102.0,0.0
EEF1A1P5,-0.005040641713281903,0.001689051868404195,-0.0007460587478193708,-0.002051877020785325,-0.00027036088147793663,Trajectory-1,145.0,0.0
EFNA2,0.002234542579208407,-0.00010576845782625349,-0.00042193363482559735,0.002077775251459259,-0.0003688521557763412,Trajectory-2,0.0,78.0
EGFL7,0.002671647921121448,-0.0003171135727124072,0.00034244268185963916,0.0022497763369214757,-0.0008133420274100605,Trajectory-2,0.0,114.0
EIF4A2P2,-0.003720825700563267,0.001223234107414619,-0.001304042570432583,-0.0011687332450732836,-0.001169213209419348,Trajectory-1,136.0,0.0
ELOCP19,0.003094949463752696,-0.0007277291986971996,0.0022176033799225013,0.00018769552426490814,-0.0003085472153073522,Trajectory-2,0.0,198.0
ELOVL4,0.0014468354391959921,0.00021615885754128919,-0.001444496613161984,0.001553999839425993,0.00013399502167830765,Trajectory-2,0.0,36.0
EMCN,0.00419318446120867,-0.0017577000790736526,0.006643473713985144,-0.004138839377263678,0.00016161528665978336,Trajectory-2,0.0,259.0
ENSG00000184906,0.0015274947314577144,-4.480055365410691e-05,0.0001376679561861097,0.0003766037937853774,-0.00012533359115153862,Trajectory-2,0.0,156.0
ENSG00000196656,0.003675210171443504,-0.0011421353769856767,0.0038008170308447722,-0.0006183880959706668,-0.0005532091450739209,Trajectory-2,0.0,227.0
ENSG00000226324,0.0013149480542919598,0.00014516682766514065,-0.0010869599398881191,0.00093692232788372,-0.0001167104325780792,Trajectory-2,0.0,90.0
ENSG00000227113,0.001918022965858625,-0.0005005944247808959,0.002682651659939957,-0.00187926698201172,0.00041075438428226355,Trajectory-2,0.0,229.0
ENSG00000227615,0.0006258574365732573,0.0004314022371532558,-0.0020411835522868875,0.0007349981949080807,0.000488628890918356,Trajectory-2,0.0,27.0
ENSG00000233018,0.0030335665671627162,-0.0011056131019440967,0.004191145770537159,-0.002548678867882021,0.0003452175166300101,Trajectory-2,0.0,239.0
ENSG00000243304,0.0013832171454674458,-0.00018811361284135696,0.0010006922536107544,-0.0006587664525852673,0.00024318033052190115,Trajectory-2,0.0,192.0
ENSG00000248105,-0.000855889760476468,0.00046699176388327883,-0.0008938578821120858,-0.0005529384912138873,-6.0462166247044266e-05,Trajectory-1,95.0,0.0
ENSG00000250654,-0.015273166246926572,0.008851696099035208,0.008085554519942422,0.0017882836920989366,-0.007599254279815113,Trajectory-1,203.0,0.0
ENSG00000254610,0.00039174214996622855,0.0004763701739264293,-0.0011070645282251416,0.00015544051487041753,0.000813303470161372,Trajectory-1,43.0,0.0
ENSG00000254732,0.003697196323779885,-0.001137214125137638,0.003749008972366035,-0.0004483611759993864,-0.0006322531200732368,Trajectory-2,0.0,223.0
ENSG00000254897,0.001705880542898547,-0.00032983787571795695,0.0018032115277107847,-0.001105440420102763,0.00032233787890841926,Trajectory-2,0.0,212.0
ENSG00000258150,-0.0036458495296618227,0.0005008418620093337,-0.00034435695553049125,-0.0005058211393118411,-0.001312153911723458,Trajectory-1,157.0,0.0
ENSG00000258796,-0.0018041560805385768,0.0007651198511098354,-0.0011262238052301243,-0.000997820549104181,-0.0006854093710711603,Trajectory-1,105.0,0.0
ENSG00000260836,0.004238710621349164,-0.0017691302976392312,0.0066626353003756585,-0.004011083669773267,6.266633639676433e-05,Trajectory-2,0.0,258.0
ENSG00000261635,0.0029909552680303176,-0.001098979456832501,0.004592221115273056,-0.0032175995507152857,0.0006926299318723465,Trajectory-2,0.0,245.0
ENSG00000263809,0.003304835654578628,-0.000873257776853292,0.002803953657644074,-9.554264878372581e-05,-0.00041689817036786675,Trajectory-2,0.0,210.0
ENSG00000268105,0.0018296756475787042,-1.3405068508430223e-05,-0.0005453257482826861,0.0013463020836932983,-8.37514139938158e-05,Trajectory-2,0.0,101.0
ENSG00000275381,0.0007491148336304098,2.3723190989264175e-05,9.703757126257514e-05,-9.261630686870164e-05,-3.7711244111888505e-05,Trajectory-1,73.0,0.0
ENSG00000276578,-0.0047423241148616384,0.0017697222476105985,-0.0006537784181844981,-0.002085698976014757,0.0007084882078044869,Trajectory-1,142.0,0.0
ENSG00000281287,0.0034685479816129374,-0.0010768386235519487,0.0037835492005617918,-0.001196795681568077,-0.0002369063844428297,Trajectory-2,0.0,231.0
ENSG00000282254,0.0018494232555996085,3.40152125476388e-05,-0.0008639555642408635,0.0017301301991088812,4.6602285522823584e-05,Trajectory-2,0.0,68.0
ENSG00000283809,0.0020892229348414477,-1.651570032538847e-05,-0.0006937836831346049,0.0020896104583343106,-0.00017712887542388684,Trajectory-2,0.0,61.0
ENSG00000285745,0.00031290218347927533,0.00016949620918805267,0.0011897227871006956,-0.0009430310381879609,0.0007234643658008851,Trajectory-1,125.0,0.0
ENTREP1,0.0030735369413466573,-0.0007245230139972376,0.0022576937057105736,0.00017160359758738479,-0.0003072760813321201,Trajectory-2,0.0,199.0
EPCAM,-0.002945547990052625,0.0015168099242986264,-0.0027292608826647072,-0.0021932936883194156,0.002880140085335793,Trajectory-1,82.0,0.0
ERI2,0.0012796405383815623,0.00029939713009027066,-0.0017437940878591762,0.0014088967229101686,4.224162952436071e-05,Trajectory-2,0.0,25.0
ESCO2,0.001517765326415348,0.00024899635059604235,-0.001641269544591953,0.0017555688214419324,-4.7773713228608014e-05,Trajectory-2,0.0,22.0
ESM1,0.0044304984660592656,-0.0020353717909740924,0.007931658660708291,-0.006061848848740305,0.0009402166766111112,Trajectory-2,0.0,271.0
ETV2,-0.0006451392969823115,0.0008868317485680585,-0.0037576579262023,-0.00040051035860752993,5.54322915249682e-06,Trajectory-1,2.0,0.0
FABP5,0.0009530903036021414,0.000445826944957672,-0.002519896206755874,0.0015143532689361082,0.00010168570621398074,Trajectory-2,0.0,1.0
FAM13C,0.002881180995649536,-0.0005507784929919208,0.0014549861609963982,0.0009702949094982979,-0.0005390631971832114,Trajectory-2,0.0,175.0
FAM72C,0.0012973757181609865,0.00028412885709900687,-0.0012718422503342056,0.0007459050705066319,0.00025084338904887997,Trajectory-2,0.0,81.0
FAT3,-0.0017360330718051555,0.0010203831140790818,-0.0025401332606857,-0.0010797874931282496,0.0014658223898179406,Trajectory-1,58.0,0.0
FBXO44,-0.000398435089321382,0.0006125771406388435,-0.002671825456673602,-0.00015864012356564563,0.0009710308592991915,Trajectory-1,23.0,0.0
FBXO48,0.0026774597870928836,-0.0003227182311220043,0.0003555184289670683,0.0022565706644408095,-0.0008009409266640183,Trajectory-2,0.0,116.0
FCHO1,0.0024001772400198866,-0.0002911614006980763,0.0005351569123316536,0.0010599634301889807,-0.0002641589726131816,Trajectory-2,0.0,155.0
FGF17,-0.008637318446794834,0.0020084666016693333,-5.60150428712029e-05,-0.0028037237297294515,0.0012159548734642538,Trajectory-1,172.0,0.0
FGG,-0.016538323141537397,0.008462395392006557,0.010385593812358701,0.003778130459411404,-0.004136936270319765,Trajectory-1,210.0,0.0
FN1,0.0018903620507808806,9.085953413676247e-05,-0.001238037442801274,0.0023056687875315164,-0.00036808994556402155,Trajectory-2,0.0,26.0
FOS,0.0023527420293725375,-0.00014057604670424426,-0.0003934165151205038,0.002385830411958981,-0.0005986017113488806,Trajectory-2,0.0,73.0
FOSB,0.002303386290449592,-0.00011289553656131084,-0.00044409996464856084,0.0022961968630627254,-0.0006258924783091111,Trajectory-2,0.0,75.0
FOXB1,-0.0005817971052070651,0.0008746163031481057,-0.0015045820390601956,-0.0002963687293740912,0.0014379669053607544,Trajectory-1,65.0,0.0
FOXI3,-0.009773601765553502,0.005115876025595781,0.0021471982317478504,-0.0012360530574940878,0.001884167536257662,Trajectory-1,179.0,0.0
FST,-0.007835395686396476,0.0008904047047765075,-0.0019356846219006293,-0.0036173405216059977,0.0025553901754780586,Trajectory-1,161.0,0.0
FTLP3,0.0035230106410644372,-0.0011955545649714034,0.004342336840017076,-0.0021603752272382174,5.3890982539589654e-05,Trajectory-2,0.0,238.0
FUT8,0.0025207306797133877,-0.00022572857220213544,-3.724135330060677e-05,0.0023781285320393646,-0.0007524543856915271,Trajectory-2,0.0,94.0
FXYD3,-0.017128652902908603,0.012398888760732068,0.013230271120760513,0.006600249744973889,-0.002955350799358552,Trajectory-1,212.0,0.0
GABRA3,-0.007431957185413946,0.003007292295862855,0.0002964841610249052,-0.001951318218602918,-0.0013011170865454124,Trajectory-1,168.0,0.0
GAL,-0.004979695170962666,0.0019015257214057308,-0.00349450096240057,-0.003917992470511973,-0.0030857083632988497,Trajectory-1,118.0,0.0
GALNT14,0.002448459550624195,-0.0002204541189622083,9.703731363667345e-05,0.0018341714030856843,-0.00046892808972438316,Trajectory-2,0.0,117.0
GALNT3,0.0007999660417737195,0.0003557097309494099,-0.0006522668261021421,0.0003544096584873877,0.0008803824761508975,Trajectory-2,0.0,125.0
GATA2,0.0015531382943836823,0.00022938224000972204,-0.0016484941891535836,0.0018125273270280429,-0.0004482424267945716,Trajectory-2,0.0,23.0
GCK,-0.016206285675177286,-0.015006276747832222,0.0017326583208874726,0.0007417510428562018,-0.00026483083338614793,Trajectory-1,213.0,0.0
GDF10,-0.0037446717154232603,0.0013297912027043903,-0.002013972600212941,-0.0016770525974595014,-0.0009743874076681337,Trajectory-1,130.0,0.0
GDF15,-0.0003230324396890834,0.0007750143655438309,-0.002972113584251937,-8.643178642724002e-05,7.505976553437275e-05,Trajectory-1,14.0,0.0
GFI1B,0.0004464276810999171,0.0006012608845977075,-0.002698982653873628,0.0006531350493063897,-0.0007135778698810628,Trajectory-2,0.0,6.0
GGTA1,0.003225733981138752,-0.0008064137122526521,0.0025223322625361182,0.00022095755027920253,-0.000582133856882477,Trajectory-2,0.0,204.0
GJA4,0.0036326141933890653,-0.0010827211343670568,0.0035451365443307493,-0.0002260677825719674,-0.0007123274389834365,Trajectory-2,0.0,219.0
GLB1L2,-0.005468953748414911,0.0019982087571940718,-0.0007579679545764396,-0.0015534872242965656,-0.0025679493511646537,Trajectory-1,162.0,0.0
GLDC,-0.00544553819660309,0.0017170792736557485,-0.0022994404297804706,-0.0031326331437498984,0.0019167559357453176,Trajectory-1,134.0,0.0
GLIPR1,-0.00635763362898816,0.0020082846584939273,-0.001156243810999741,-0.0027019354385346473,-0.00021145283499742666,Trajectory-1,151.0,0.0
GPR37L1,0.002840188229041723,-0.0012960852174151076,0.0051122393329952965,-0.0038159366114970494,0.0006891177906292933,Trajectory-2,0.0,250.0
GRAMD1C,0.0027510124028210445,-0.00038378346510609443,0.0006604906689671057,0.0019108188725548906,-0.0006920712790783669,Trajectory-2,0.0,143.0
GRB14,-0.0026637350459277004,0.0010713299555723864,-0.002937452721392567,-0.001787397540872036,0.001299358682135655,Trajectory-1,75.0,0.0
GREM2,-0.011204435786849029,0.0026399042805965198,0.002601200666475487,-0.0017563868959744116,-0.001535574042249715,Trajectory-1,191.0,0.0
GRIA3,-0.00045448270223839404,0.0006500568128867577,-0.002175035780805298,-0.00036790684951662646,0.00018435581505023618,Trajectory-1,39.0,0.0
GRM6,0.0026804235393187966,-0.00033586206163498187,0.0004594337071037113,0.002000626982033277,-0.0006944037887209824,Trajectory-2,0.0,128.0
GRPR,-0.0031611234523394012,0.0018491492567094595,-0.0019073245324649011,-0.0013304692437862043,0.0031062087384430346,Trajectory-1,117.0,0.0
GRTP1,-0.0009255193517208213,0.0009010861831696038,-0.0027697424345826376,-0.0006114052233410784,0.0012750129733279923,Trajectory-1,32.0,0.0
