gene,DM_1,DM_2,DM_3,DM_4,DM_5,selected,Pseudoorder-1,Pseudoorder-2,Pseudoorder-3
FAM43A,-0.0007677232279993229,0.0009772965499817994,-0.003350211211257798,-0.0005608355535872183,0.001387554321313358,Other,0.0,0.0,0.0
FAM65A,-0.0009693019697313097,-0.0015708168604364416,-0.002789890163155732,-0.0007556330036396485,-0.007385375060194784,Other,0.0,0.0,0.0
FCER1A,-0.0004518716802333365,0.000783737622741226,-0.002201631638451031,0.0004217979335726255,-0.00020190734593961235,Trajectory-3,0.0,0.0,204.0
FCMR,-0.00041939819518370316,0.0006780513417454768,0.0030559864346438965,-0.000631617152028767,0.00037551829279005515,Trajectory-3,0.0,0.0,118.0
FCRLA,0.07782691832454477,-0.005066414841777001,-0.004676046017090691,-0.01020960478507424,0.0007888475237436089,Trajectory-2,0.0,32.0,0.0
FGFBP2,-9.787281387632892e-05,0.000904584796290493,0.0017536133883108056,0.002287324474896353,0.0005524038945030733,Trajectory-3,0.0,0.0,157.0
FLT1,-0.0009965210768977304,0.001059115252183098,-0.004602841750669698,-0.003427995643526482,0.005801569573272723,Other,0.0,0.0,0.0
GAB1,-0.0008038596577049748,-0.00014751750773921764,-0.0028726159555299453,0.000262776948015007,-0.005488534488654848,Trajectory-3,0.0,0.0,233.0
GADD45B,0.00010881251000176193,0.0009474695061607842,-0.000711817141543332,0.0041806703320065655,-0.0011717699525891777,Trajectory-3,0.0,0.0,235.0
GATA1,-0.0026154748984116385,-0.02859244383030582,-0.0008415470331309977,-0.0022678049725714557,-0.015433768571969207,Trajectory-1,10.0,0.0,0.0
GATA2,-0.001079005050247507,0.00030284248871255117,-0.0056864023918027215,-0.0021852996662468506,-0.0006359607678953848,Other,0.0,0.0,0.0
GATA3,-0.001114888041044066,0.001125371210913676,-0.00674549362750911,-0.00440253470932246,0.007866734950791111,Other,0.0,0.0,0.0
GBP4,-0.0009064427960599372,0.0010050308425751328,-0.004969147674771757,-0.0011116697182915075,0.002023452136061118,Other,0.0,0.0,0.0
GFOD1,-0.0009781930650379004,0.000625814879591889,-0.005323812251230482,-0.0010279741320012444,-0.0009608583105886743,Other,0.0,0.0,0.0
GH1,-0.0006314644785290228,-0.0006532826283092467,0.0035261166236459193,-0.0019476074145543258,-0.0024201664066085785,Trajectory-3,0.0,0.0,91.0
GIMAP4,-0.0002580392097298677,0.000488362316859205,0.00702154408426634,-0.0016534664348348957,0.0006130946735956425,Trajectory-3,0.0,0.0,58.0
GLCCI1,-0.0007513942649357885,0.0008708756873684143,-0.003684027254608799,0.000636062415322963,-0.0008582737345224063,Trajectory-3,0.0,0.0,263.0
GNG11,-0.0009298456587356115,0.0010490961849054837,-0.005066551435158225,-0.0016945280205929488,0.0031004837989374004,Other,0.0,0.0,0.0
GNG7,-0.0004235973907275295,0.000912070106351374,-0.0027530136636725487,0.002605579633756908,-0.001588934346515094,Trajectory-3,0.0,0.0,285.0
GORASP1,-0.0010618911263463647,-0.002177223290971694,-0.0031611672699728287,-0.0009271795603317746,-0.008762010402815757,Other,0.0,0.0,0.0
GP9,-0.0006977407348155946,0.0006097161355593727,0.00022356984265893052,-0.0013632883664664028,0.0001726161772554021,Trajectory-3,0.0,0.0,134.0
GPM6A,-0.0005223508924064384,0.0008505912346637188,0.0009722383328089134,-0.0005442855952075351,0.0013275052465987196,Trajectory-3,0.0,0.0,140.0
GPR176,-0.0004415240977173068,0.0002470708555876499,0.0061250075679663805,-0.002108528961094673,7.191858231116267e-05,Trajectory-3,0.0,0.0,65.0
GPR183,0.006658776930895497,0.0007831177777151361,0.002487624834785299,0.01264285546729822,-0.00026611026434409204,Trajectory-2,0.0,7.0,0.0
GRAMD1C,-0.0007161021112755311,0.0009711436867120579,-0.002377818214837151,-0.00027159742329102056,0.0014073483893085165,Trajectory-3,0.0,0.0,195.0
GRAP,-0.0007261391203511159,0.0008004307803279972,-0.002706892617351116,0.0003254622315066256,-0.0007511486148105424,Trajectory-3,0.0,0.0,223.0
GRB14,-0.00029532767348123173,0.0003781226765146235,0.008139500308867705,-0.002569581384250438,0.0008352413917901917,Trajectory-3,0.0,0.0,26.0
GS1-433O24.1,-0.0003182537274632698,0.00038100862121947507,0.007915346992717053,-0.0025115588366417885,0.0008073767499415861,Trajectory-3,0.0,0.0,34.0
GUCY1A3,-0.0009634124603328597,0.0010112360752469796,-0.005885945085462141,-0.0014630606452279637,0.0023375539737042865,Other,0.0,0.0,0.0
GYPA,-0.004831406827456703,-0.07197598421993211,-0.0010548455237434343,0.006560526488875153,0.03832086970000605,Trajectory-1,26.0,0.0,0.0
GZMB,0.07443695226654329,-0.004801406256371743,-0.004308225447197412,-0.009491741748447899,0.0007519877631447674,Trajectory-2,0.0,30.0,0.0
GZMK,-0.0003214029220547339,0.00030865745425083676,0.008457979087238008,-0.002793612888184534,0.0008119451845963415,Trajectory-3,0.0,0.0,9.0
